name,url,country,region,coordinates,caption,longitude,latitude
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,http://whc.unesco.org/en/list/426,United Kingdom of Great Britain and Northern Ireland,"City of Westminster, London, England",N51 29 59 E0 7 43,"Westminster Palace, rebuilt from the year 1840 on the site of important medieval remains, is a fine example of neo-Gothic architecture. The site – which also comprises the small medieval Church of Saint Margaret, built in Perpendicular Gothic style, and Westminster Abbey, where all the sovereigns since the 11th century have been crowned – is of great historic and symbolic significance.",0.12861111111111112,51.499722222222225
City of Bath,http://whc.unesco.org/en/list/428,United Kingdom of Great Britain and Northern Ireland,"Avon, England",N51 22 53 W2 21 31,"Founded by the Romans as a thermal spa, Bath became an important centre of the wool industry in the Middle Ages. In the 18th century, under George III, it developed into an elegant town with neoclassical Palladian buildings, which blend harmoniously with the Roman baths.",-1.6413888888888888,51.381388888888885
New Lanark,http://whc.unesco.org/en/list/429,United Kingdom of Great Britain and Northern Ireland,"South Lanarkshire, Scotland",N55 39 48 W3 46 59,"New Lanark is a small 18th- century village set in a sublime Scottish landscape where the philanthropist and Utopian idealist Robert Owen moulded a model industrial community in the early 19th century. The imposing cotton mill buildings, the spacious and well-designed workers' housing, and the dignified educational institute and school still testify to Owen's humanism.",-2.2169444444444446,55.663333333333334
Bahla Fort,http://whc.unesco.org/en/list/433,Oman,"Oasis of Bahla, 25 km west of Nazwa",N22 57 51.012 E57 18 3.996,"The oasis of Bahla owes its prosperity to the Banu Nebhan, the dominant tribe in the area from the 12th to the end of the 15th century. The ruins of the immense fort, with its walls and towers of unbaked brick and its stone foundations, is a remarkable example of this type of fortification and attests to the power of the Banu Nebhan.",57.30111,22.96417
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",http://whc.unesco.org/en/list/434,Oman,Al Dhahira region,N23 16 11.496 E56 44 42,"The protohistoric site of Bat lies near a palm grove in the interior of the Sultanate of Oman. Together with the neighbouring sites, it forms the most complete collection of settlements and necropolises from the 3rd millennium B.C. in the world.",56.745,23.26986
Mount Taishan,http://whc.unesco.org/en/list/437,China,Spanning the cities of Tai’an and Jinan in central Shandong Province with the main peak in the city of Tai’an,N36 16 0.012 E117 5 60,"The sacred Mount Tai ('shan' means 'mountain') was the object of an imperial cult for nearly 2,000 years, and the artistic masterpieces found there are in perfect harmony with the natural landscape. It has always been a source of inspiration for Chinese artists and scholars and symbolizes ancient Chinese civilizations and beliefs.",117.1,36.26667
The Great Wall,http://whc.unesco.org/en/list/438,China,"Liaoning, Jilin, Hebei, Beijing, Tianjin, Shanxi, Inner Mongolia, Shaanxi, Ningxia, Gansu, Xinjiang, Shandong, Henan, Hubei, Hunan, Sichuan, Qinghai provinces, municipalities and autonomous Regions",N40 25 0.012 E116 4 59.988,"In c. 220 B.C., under Qin Shi Huang, sections of earlier fortifications were joined together to form a united defence system against invasions from the north. Construction continued up to the Ming dynasty (1368–1644), when the Great Wall became the world's largest military structure. Its historic and strategic importance is matched only by its architectural significance.",116.08333,40.41667
Mogao Caves,http://whc.unesco.org/en/list/440,China,"Dunhuang County, Gansu Province.  At the eastern foot of Mount Mingsha, 25 kilometres southeast of the County seat.",N40 7 59.988 E94 49 0.012,"Situated at a strategic point along the Silk Route, at the crossroads of trade as well as religious, cultural and intellectual influences, the 492 cells and cave sanctuaries in Mogao are famous for their statues and wall paintings, spanning 1,000 years of Buddhist art.",94.81667,40.13333
Mausoleum of the First Qin Emperor,http://whc.unesco.org/en/list/441,China,"Lintong County, Shaanxi Province",N34 22 60 E109 5 60,"No doubt thousands of statues still remain to be unearthed at this archaeological site, which was not discovered until 1974. Qin (d. 210 B.C.), the first unifier of China, is buried, surrounded by the famous terracotta warriors, at the centre of a complex designed to mirror the urban plan of the capital, Xianyan. The small figures are all different; with their horses, chariots and weapons, they are masterpieces of realism and also of great historical interest.",109.1,34.38333333333333
Monticello and the University of Virginia in Charlottesville,http://whc.unesco.org/en/list/442,United States of America,Virginia,N38 1 58 W78 30 14,"Thomas Jefferson (1743–1826), author of the American Declaration of Independence and third president of the United States, was also a talented architect of neoclassical buildings. He designed Monticello (1769–1809), his plantation home, and his ideal 'academical village' (1817–26), which is still the heart of the University of Virginia. Jefferson's use of an architectural vocabulary based upon classical antiquity symbolizes both the aspirations of the new American republic as the inheritor of European tradition and the cultural experimentation that could be expected as the country matured.",-77.4961111111111,38.03277777777778
Brasilia,http://whc.unesco.org/en/list/445,Brazil,Federal District,S15 46 59.988 W47 53 60,"Brasilia, a capital created ",-46.1,-14.21667
Ulu,http://whc.unesco.org/en/list/447,Australia,Northern territory,S25 19 60 E131 0 0,"This park, formerly called Uluru (Ayers Rock – Mount Olga) National Park, features spectacular geological formations that dominate the vast red sandy plain of central Australia. Uluru, an immense monolith, and Kata Tjuta, the rock domes located west of Uluru, form part of the traditional belief system of one of the oldest human societies in the world. The traditional owners of Uluru-Kata Tjuta are the Anangu Aboriginal people.",131.0,-24.666666666666668
Nemrut Dağ,http://whc.unesco.org/en/list/448,Turkey,Adiyaman Province,N38 2 11.796 E38 45 49.284,"The mausoleum of Antiochus I (69–34 B.C.), who reigned over Commagene, a kingdom founded north of Syria and the Euphrates after the breakup of Alexander's empire, is one of the most ambitious constructions of the Hellenistic period. The syncretism of its pantheon, and the lineage of its kings, which can be traced back through two sets of legends, Greek and Persian, is evidence of the dual origin of this kingdom's culture.",38.76369,38.03661
Peking Man Site at Zhoukoudian,http://whc.unesco.org/en/list/449,China,"Fangshanxian County, Beijing Municipality",N39 43 60 E115 55 0,"Scientific work at the site, which lies 42 km south-west of Beijing, is still underway. So far, it has led to the discovery of the remains of ",115.91666666666667,39.733333333333334
Sacred City of Kandy,http://whc.unesco.org/en/list/450,Sri Lanka,Central Province,N7 17 37 E80 38 25,"This sacred Buddhist site, popularly known as the city of Senkadagalapura, was the last capital of the Sinhala kings whose patronage enabled the Dinahala culture to flourish for more than 2,500 years until the occupation of Sri Lanka by the British in 1815. It is also the site of the Temple of the Tooth Relic (the sacred tooth of the Buddha), which is a famous pilgrimage site.",80.64027777777778,7.293611111111111
Sundarbans National Park,http://whc.unesco.org/en/list/452,India,West Bengal,N21 56 42 E88 53 45,"The Sundarbans covers 10,000 km",88.89583333333333,21.945
Old Town of Galle and its Fortifications,http://whc.unesco.org/en/list/451,Sri Lanka,"City of Galle, Southern Province",N6 1 17 E80 13 7,"Founded in the 16th century by the Portuguese, Galle reached the height of its development in the 18th century, before the arrival of the British. It is the best example of a fortified city built by Europeans in South and South-East Asia, showing the interaction between European architectural styles and South Asian traditions.",80.21861111111112,6.021388888888889
Meteora,http://whc.unesco.org/en/list/455,Greece,"Prefecture of Trikala, Region of Thessaly",N39 43 0.012 E21 37 59.988,"In a region of almost inaccessible sandstone peaks, monks settled on these 'columns of the sky' from the 11th century onwards. Twenty-four of these monasteries were built, despite incredible difficulties, at the time of the great revival of the eremetic ideal in the 15th century. Their 16th-century frescoes mark a key stage in the development of post-Byzantine painting.",21.63333,39.71667
